"Tenant","TenantId","AlertId","AlertName","Description","Entity","Severity","DetectedTime"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDc0NTM0MSwxMzcwMjkxMTQxOTY3MzU4MTUx","Auvik Collector Discovery","New Auvik collector (5019d77c-5fb1-42fe-b31a-472967311d0d) at (unknown ip address) detected","","warning","2026-06-11T22:58:52.288Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDc3ODEwOSwxMzcwMjkxMTQxOTU0ODA4MDA3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:53.872Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDg0MzY0NSwxMzcwMjkxMTQxOTU0MjUwOTUx","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.442Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDg3NjQxMywxMzcwMjkxMTQxOTUzOTg4ODA3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:54.338Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDkwOTE4MSwxMzcwMjkxMTQxOTU0NDgwMzI3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:57.919Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDk0MTk0OSwxMzcwMjkxMTQxOTU0MTg1NDE1","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:53.448Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDk3NDcxNywxMzcwMjkxMTQxOTU0NjQ0MTY3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.068Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NDk3NDcxNywxMzcwMjkxMTQxOTY4MDEzNTEx","Auvik Collector Discovery","New Auvik collector (e72f3c77-ae3f-4efa-926e-4f73f169aabb) at (unknown ip address) detected","","warning","2026-06-11T22:58:52.662Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTAwNzQ4NSwxMzcwMjkxMTQxOTU0MjgzNzE5","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.220Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTA0MDI1MywxMzcwMjkxMTQxOTU0MDU0MzQz","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:56.047Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTA3MzAyMSwxMzcwMjkxMTQxOTU0MzE2NDg3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:55.250Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTE3MTMyNSwxMzcwMjkxMTQxOTU0MzgyMDIz","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.330Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTIwNDA5MywxMzcwMjkxMTQxOTU0MDIxNTc1","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:54.151Z"
"diverzify","1327174886223424253","MTM3MDI5MTAwMjE3NTIwNDA5MywxMzcwMjkxMTQxOTY3Nzg0MTM1","Auvik Collector Discovery","New Auvik collector (85822d2b-a652-46ba-858f-202dc697ef0c) at (unknown ip address) detected","","warning","2026-06-11T22:58:52.577Z"
"rdweishawthorne","1370291002171009789","MTM3MDI5MTAwMjE3MTAwOTc4OSwxMzcwMjkxMTQxOTU0NzQyNDcx","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.428Z"
"diverzifyprocincinnati","1370291002174450429","MTM3MDI5MTAwMjE3NDQ1MDQyOSwxMzcwMjkxMTQxOTU0NTEzMDk1","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.399Z"
"rdweismanhattan","1370291002171042557","MTM3MDI5MTAwMjE3MTA0MjU1NywxMzcwMjkxMTQxOTU0Nzc1MjM5","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:58.330Z"
"kennyfloorcoveringmemphis","1370291002174712573","MTM3MDI5MTAwMjE3NDcxMjU3MywxMzcwMjkxMTQxOTU0NjExMzk5","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:54.449Z"
"ccsbeltsville","1360139674553985789","MTM2MDEzOTY3NDU1Mzk4NTc4OSwxMzgyOTc4MTUzNzE2NzU1MDQ5","Auvik Collector Disconnected","The collector, IL095-RMM-01 (Internal IP: 10.95.8.17 / External IP: ) is OFFLINE.","","critical","2026-06-15T12:29:23.097Z"
"itwsip","1119167462459779837","MTExOTE2NzQ2MjQ1OTc3OTgzNywxMTM5NDUxMTYwMzQ2MzA2Njc4","Auvik Collector Disconnected","The Auvik collector at 10.243.100.200 has been disconnected from the cloud for longer than the defined threshold","","critical","2024-08-17T08:34:00.000Z"
"itwsip","1119167462459779837","MTExOTE2NzQ2MjQ1OTg0NTM3MywxMTM5NDUxMTYwMzQ2MjA4Mzc0","Auvik Collector Disconnected","The Auvik collector at 10.243.100.200 has been disconnected from the cloud for longer than the defined threshold","","critical","2024-08-17T08:34:00.000Z"
"itwsip","1119167462459779837","MTE5NTI3NDk0NDM1NDQ5NTIyOSwxMjA1NDIxNTMyNjAxMjY0NTQ1","Auvik Collector Disconnected","The Auvik collector at 10.242.111.195 has been disconnected from the cloud for longer than the defined threshold","","critical","2025-02-11T18:30:00.000Z"
"apexwhitman","1370291002175073021","MTM3MDI5MTAwMjE3NTA3MzAyMSwxMzcwMjkxMTQxOTU0MzE2NDg3","Auvik Collector Disconnected","The collector, IL095-MOPRIT-01 (Internal IP: 10.95.255.7 / External IP: ) is OFFLINE.","","critical","2026-06-11T14:55:55.250Z"
"kiefergurnee","1360139674553789181","MTM2MDEzOTY3NDU1Mzc4OTE4MSwxMzgyOTc4MTM2MDc0NDk2NTg2","Auvik Collector Disconnected","The collector, IL095-RMM-01 (Internal IP: 10.95.8.17 / External IP: ) is OFFLINE.","","critical","2026-06-15T12:29:23.249Z"
