Customer,Site,Device Class,Device Name,OS,Status,Matched to Inventory
Castles Tech,No Site,Windows Laptop,DESKTOP-UNC31D5,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,IsacJahn,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,LAPTOP-7UOTNHO0,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,LAPTOP-UJPE07V7,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,TCAS118811137,"Jul 01, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Laptop,AmyLaptop,"Aug 17, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,CCM09,"Apr 30, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,CCM15,"Jul 27, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,CCM17,"Jul 22, 2026",Failed,True
Consumer Collection Management,No Site,Windows Workstation,CCM27,"Jun 24, 2026",Failed,True
Consumer Collection Management,No Site,Windows Workstation,CF-RAKII-2,"Aug 18, 2026",Failed,True
Consumer Collection Management,No Site,Windows Workstation,Clerical-02,"Aug 18, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,Collector21,"Aug 17, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,Collector22,"Aug 18, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Laptop,D-6J1P3Z2,"Jul 31, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,DD3JVF02,"Aug 18, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,EmilyToddHome,"Jul 06, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Workstation,HELENPC,"Aug 18, 2026",Failed,True
Consumer Collection Management,No Site,Windows Laptop,HPLaptop,"Aug 18, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Laptop,KristinScott,"Aug 17, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Laptop,RicksLaptop0526,"May 07, 2026",Not Installed,True
Consumer Collection Management,No Site,Windows Laptop,TimOwensLaptop,"Aug 18, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div-9-Field,"Aug 17, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-Field5,"Aug 17, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-PC2,"Aug 18, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-PC5,"Aug 18, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9Field,"Aug 11, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div_9_Field,"Aug 10, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,ProjectManager1,"Aug 18, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,SPMUSER1,"Aug 12, 2026",Not Installed,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Tom-Travel,"Aug 16, 2026",Not Installed,True
D’Huyvetter & Swichkow,D’Huyvetter & Swichkow (AV and Patch only),Windows Workstation,RonOptiplex9020,"Jul 24, 2026","Failed, Not Installed",True
D’Huyvetter & Swichkow,No Site,Windows Workstation,DSPC006,"Aug 18, 2026",Not Installed,True
D’Huyvetter & Swichkow,No Site,Windows Workstation,dspc003,"Aug 18, 2026",Not Installed,True
EB Medicine,No Site,Windows Laptop,EBM-017,"Aug 18, 2026",Not Installed,True
Eagle Parking (Atlanta) - HQ - Tellworks,No Site,Windows Laptop,5CG3247PQY,"Aug 18, 2026",Not Installed,True
Eagle Parking (Atlanta) - HQ - Tellworks,No Site,Windows Laptop,CND2400QS3,"Aug 18, 2026",Not Installed,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Brooke,"Aug 18, 2026",Not Installed,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Myra,"Aug 18, 2026",Not Installed,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Rachel,"Aug 18, 2026",Not Installed,True
Fluid Control Services,No Site,Windows Workstation,LEIGH-2022,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,DESKTOP-7KOL3KE,"Apr 09, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-ACFRY,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-ADILWORTH,"Aug 17, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-AHARRELL,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-AWINN,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-BPATEL,"Aug 17, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-BRIANIMPERIA,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-CSWANSON,"Aug 12, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-CTIEU,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-DCROXTON,"Aug 12, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-JFANNING,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-KMCCOY,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-LANDERSON,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-LROBERTS,"Aug 10, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MHARLEY,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MLICCIARDELL,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MMANSOUR,"Jul 29, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MRAMDASS,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-PRAMANI,"Aug 17, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-RROSE,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SJANIS,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SRICHARDS,"Aug 17, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SVUTLA,"Aug 14, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-TBEDINGFIELD,"Aug 18, 2026",Not Installed,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-VPATEL,"Aug 13, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,EFIFieryServer,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,GWC-DT-00210,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,GWC-DT-0360,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,GWC-DT-0374,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,GWC-DT-PNNT,"Jul 08, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0042,"Aug 18, 2026","Failed, Not Installed",True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0048,"Aug 14, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0051,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0052,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0054,"Jul 07, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0064,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0078,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0087,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-009,"Dec 08, 2025",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-8KD1,"Aug 05, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT00035,"Apr 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0284,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0294,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0299,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0376,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0377,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0394,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0398,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0403,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0410,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0421,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0428,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0429,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0441,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0443,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0447,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0448,"Jun 15, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0449,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0453,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0454,"Mar 31, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0458,"Aug 14, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-HYoung,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT00298,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0012,"Jul 27, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0033,"Aug 14, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0065,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0072,"Aug 09, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0080,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0082,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0083,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0100,"Jul 01, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-8J9J,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (Augusta),Windows Workstation,GWC-DT-0282,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (Augusta),Windows Workstation,GWC-DT-278,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (Augusta),Windows Workstation,GWC-DT-PNMV,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Beer Company (Augusta),Windows Laptop,GWC-LT-0099,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Workstation,GWC-DT-0303,"Aug 13, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Workstation,GWC-DT-0416,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Workstation,GWC-DT-0420,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Workstation,GWC-DT-PNPM,"Aug 18, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Laptop,GWC-LT-0067,"Aug 17, 2026",Not Installed,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Laptop,GWC-LT-0068,"Jul 31, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-EHEARN-SUR,"Aug 18, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-JGRAY-SUR2,"Aug 16, 2026","Failed, Not Installed",True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-KHENRY-LT,"Aug 17, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-LHILL-SUR,"Aug 18, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-NANCY-SUR,"Aug 13, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-NATHAN-SUR,"Aug 16, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-PAM-SUR,"Aug 12, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-RUTH-SUR,"Aug 18, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-SpareHP,"Aug 12, 2026",Not Installed,True
Georgia Baptist Foundation,No Site,Windows Laptop,LAPTOP-0FM9L30U,"Aug 11, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,DESKTOP-JO6H673,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB04A,"Jul 22, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB15,"Aug 16, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB19A,"Aug 14, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB21,"Aug 07, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB22,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB23,"Aug 10, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,NB30,"Apr 08, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Laptop,WS22,"Aug 11, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS32,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS36,"Aug 17, 2026",Failed,True
Geosurvey LTD,No Site,Windows Workstation,WS37,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS40,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS41,"Aug 18, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS46,"Aug 18, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS47,"Aug 17, 2026",Not Installed,True
Geosurvey LTD,No Site,Windows Workstation,WS53,"Aug 14, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72054,"May 07, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72061,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72064,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72068,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72069,"Aug 11, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72070,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72079,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72080,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72081,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72084,"Aug 18, 2026","Failed, Not Installed",True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72085,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72090,"Aug 17, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72092,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72094,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72100,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72103,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72104,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72105,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72106,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72107,"Aug 17, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72109,"Jul 31, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72110,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72111,"Aug 18, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72112,"Aug 17, 2026",Not Installed,True
German American Chamber of Commerce*,German American Chamber of Commerce (TX),Windows Laptop,GAC-72098,"Aug 18, 2026",Not Installed,True
Grissom Services Inc,No Site,Windows Workstation,GSI-HPDesktop16,"Aug 18, 2026",Not Installed,True
HEFCO,No Site,Windows Workstation,50CK2G3,"Aug 17, 2026",Not Installed,True
HEFCO,No Site,Windows Workstation,519L2G3,"Aug 18, 2026",Not Installed,True
HEFCO,No Site,Windows Laptop,6CFTX84,"Jun 20, 2025",Not Installed,True
HEFCO,No Site,Windows Laptop,FQ9Z8F4 Hefco Loaner,"Aug 17, 2026",Not Installed,True
HEFCO,No Site,Windows Laptop,KelseyLT-CBGQLD4,"May 01, 2026",Not Installed,True
HEFCO,No Site,Windows Laptop,MJ0G4Q2R,"Aug 18, 2026",Not Installed,True
HEFCO,No Site,Windows Workstation,Michelle-Desktop,"Aug 18, 2026",Not Installed,True
HEFCO,No Site,Windows Laptop,X1Carbon-EDF,"Aug 18, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Workstation,Conference-Room,"Aug 12, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Elisha-Office,"Aug 18, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Felicia-Office,"Aug 17, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Jerad-Office,"Aug 17, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Katelyn-Office,"Aug 17, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Office-Ashley,"Aug 12, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta ReStore,No Site,Windows Laptop,Brett-ReStore,"Aug 14, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta ReStore,No Site,Windows Laptop,James-ReStore,"Aug 18, 2026",Not Installed,True
Habitat for Humanity of NW Metro Atlanta ReStore,No Site,Windows Laptop,Malik-ReStore,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,ACCOUNTING2,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,AJOHNSTON-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,BTUBBS2-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,CHRIS3-DT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,GRIFFIN-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Laptop,JGILLIS-LT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Laptop,JORGE-LT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Laptop,JPARK-LT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Laptop,KJONES-LT2,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,KPERKINS-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,KREECE-DT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,MAHOLA2-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Laptop,MCOAKLEY-LT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,MICAH-DT,"Aug 18, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,PHAINES-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,RMORRELL-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,RRAMIREZ-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,SEANM-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,WPRUITT-DT,"Aug 17, 2026",Not Installed,True
J&A Engineering LLC,No Site,Windows Workstation,WTUBBS-DT,"Aug 17, 2026",Not Installed,True
Katz Capital Management*,Katz Capital,Windows Laptop,DESKTOP-49S384O,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital,Windows Laptop,PWC-L-19-01,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital,Windows Laptop,PWC-L-25-01,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital,Windows Laptop,PWT-5cg0378ctp-lt,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital Management LLC,Windows Laptop,PWC-L-23-03,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital Management LLC,Windows Laptop,PWC-L-25-02,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital Management LLC,Windows Laptop,PWC-L-26-01,"Aug 18, 2026",Not Installed,True
Katz Capital Management*,Katz Capital Management LLC,Windows Laptop,PWD-L-22-02,"Aug 18, 2026",Not Installed,True
Legis Consultancy,No Site,Windows Laptop,Inspiron15,"Aug 18, 2026",Not Installed,True
Legis Consultancy,No Site,Windows Laptop,LAPTOP-PF5PPQ89,"Aug 17, 2026",Not Installed,True
Legis Consultancy,No Site,Windows Laptop,Michele HUFF2,"Aug 18, 2026","Failed, Not Installed",True
Omni Connection International,No Site,Windows Laptop,OMNI-LT-10,"Aug 18, 2026",Not Installed,True
Omni Connection International,No Site,Windows Workstation,OMNI-ROBERT,"Aug 18, 2026",Not Installed,True
Omni Connection International,No Site,Windows Laptop,OMNIMMARTINEZ,"Aug 17, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,LAPTOP-PF65W33H,"Aug 15, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,LAPTOP-PGMCMDPI,"Aug 11, 2026",Failed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,O-L-PF1R8R23,"Aug 16, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,O-L-PF1R9234,"Jul 17, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,PEI-Conf-Rm,"Jul 06, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,PEI-Engineering,"Aug 17, 2026",Not Installed,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,PF1W7TTY,"Jun 10, 2026",Not Installed,True
Palmer Engineering Company,No Site,Windows Workstation,PEC-029,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-Kels-XNQH0,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-cmue-5Z4PI,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-jras-6SXKR,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-sbro-7RKTL,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-shoy-R96LM,"Jul 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-B2V8C92,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-JT65DI3,"Aug 17, 2026",Not Installed,True
